ville;mediane_niveau_de_vie_2019;part_menages_fiscaux_imposés_2019
Saint-Mars-du-Désert;18870;
Saint-Mars-sur-Colmont;17670;
Saint-Mars-sur-la-Futaie;19430;
Saint-Martin-de-Connée;17950;
Saint-Martin-du-Limet;19940;
Saint-Michel-de-la-Roë;18980;
Saint-Ouën-des-Toits;21840;
Saint-Pierre-des-Landes;18580;
Saint-Pierre-des-Nids;19680;
Saint-Pierre-la-Cour;20300;42
Saint-Pierre-sur-Erve;20710;
Saint-Pierre-sur-Orthe;19360;
Saint-Poix;17770;
Saint-Quentin-les-Anges;20870;
Saint-Saturnin-du-Limet;19130;
Sainte-Suzanne-et-Chammes;20620;
Saint-Thomas-de-Courceriers;18330;
Saulges;20390;
La Selle-Craonnaise;18540;
Senonnes;18950;
Simplé;19300;
Soucé;16460;
Soulgé-sur-Ouette;20350;
Thubœuf;20060;
Thorigné-en-Charnie;17990;
Torcé-Viviers-en-Charnie;18920;
Trans;19350;
Vaiges;19260;
Vautorte;18950;
Vieuvy;20020;
Villaines-la-Juhel;19010;39
Villepail;16770;
Villiers-Charlemagne;22250;
Vimarcé;18650;
Voutré;18760;
Abaucourt;22550;
Abbéville-lès-Conflans;21810;
Aboncourt;18440;
Affléville;19950;
Affracourt;21620;
Agincourt;25180;
Aingeray;22770;
Allain;21830;
Allamont;21000;
Allamps;20560;
Allondrelle-la-Malmaison;21810;
Amance;22190;
Amenoncourt;;
Ancerviller;19940;
Anderny;18630;
Andilly;21560;
Angomont;;
Anoux;22040;
Ansauville;;
Anthelupt;22190;
Armaucourt;20960;
Arnaville;22560;
Arracourt;19340;
Arraye-et-Han;22340;
Art-sur-Meurthe;23650;
Athienville;20480;
Atton;22470;
Auboué;18350;35
Audun-le-Roman;22800;31
Autrepierre;;
Autreville-sur-Moselle;23370;
Autrey;23210;
Avillers;18250;
Avrainville;24770;
Avricourt;19070;
Avril;24170;
Azelot;26480;
Azerailles;20470;
Baccarat;19120;44
Badonviller;17660;
Bagneux;20380;
Bainville-aux-Miroirs;21170;
Bainville-sur-Madon;23140;
Barbas;17200;
Barbonville;22170;
Barisey-au-Plain;21800;
Barisey-la-Côte;20840;
Les Baroches;23700;
Baslieux;20970;
Bathelémont;;
Batilly;23010;
Battigny;21680;
Bauzemont;20860;
Bayon;21750;
Bayonville-sur-Mad;21260;
Bazailles;24680;
Beaumont;;
Béchamps;;
Belleau;21830;
Belleville;22580;
Bénaménil;19520;
Benney;23650;
Bernécourt;22700;
Bertrambois;19680;
Bertrichamps;20060;
Bettainvillers;23850;
Beuveille;22400;
Beuvezin;;
Beuvillers;27900;
Bey-sur-Seille;24090;
Bezange-la-Grande;20240;
Bezaumont;23810;
Bicqueley;22100;
Bienville-la-Petite;;
Bionville;22680;
Blainville-sur-l'Eau;20440;44
Blâmont;17480;
Blémerey;;
Blénod-lès-Pont-à-Mousson;18850;46
Blénod-lès-Toul;19780;
Boismont;24170;
Boncourt;20470;
Bonviller;22750;
Mont-Bonvillers;18210;
Borville;;
Boucq;19950;
Bouillonville;20780;
Bouvron;22060;
Bouxières-aux-Chênes;24630;
Bouxières-aux-Dames;23910;62
Bouxières-sous-Froidmont;25030;
Bouzanville;;
Brainville;23040;
Bralleville;21640;
Bratte;;
Bréhain-la-Ville;29800;
Bréménil;18520;
Brémoncourt;22410;
Val de Briey;21500;46
Brin-sur-Seille;23310;
Brouville;18400;
Bruley;24160;
Bruville;22710;
Buissoncourt;23640;
Bulligny;21420;
Bures;;
Buriville;;
Burthecourt-aux-Chênes;22880;
Ceintrey;23650;
Cerville;25260;
Chaligny;21940;56
Chambley-Bussières;19820;
Champenoux;24060;
Champey-sur-Moselle;22750;
Champigneulles;20330;49
Chanteheux;22000;55
Chaouilley;20270;
Charency-Vezin;21200;
Charey;;
Charmes-la-Côte;21500;
Charmois;22820;
Chaudeney-sur-Moselle;23620;
Chavigny;22940;
Chazelles-sur-Albe;;
Chenevières;19920;
Chenicourt;22870;
Chenières;25830;
Choloy-Ménillot;21930;
Cirey-sur-Vezouze;17500;
Clayeures;18910;
Clémery;24170;
Clérey-sur-Brenon;;
Coincourt;18100;
Colmey;20690;
Colombey-les-Belles;20150;
Conflans-en-Jarnisy;20150;45
Cons-la-Grandville;24520;
Cosnes-et-Romain;28260;44
Courbesseaux;22310;
Courcelles;21580;
Coyviller;25530;
Crantenoy;22270;
Crépey;21320;
Crévéchamps;23500;
Crévic;22330;
Crézilles;21340;
Crion;20860;
Croismare;21320;
Crusnes;23130;
Custines;21670;51
Cutry;25230;
Damelevières;21050;49
Dampvitoux;;
Deneuvre;19850;
Deuxville;22460;
Diarville;21030;
Dieulouard;20150;45
Dolcourt;20840;
Dombasle-sur-Meurthe;20550;48
Domèvre-en-Haye;20700;
Domèvre-sur-Vezouze;19810;
Domgermain;21900;
Domjevin;20190;
Dommarie-Eulmont;;
Dommartemont;35560;
Dommartin-la-Chaussée;;
Dommartin-lès-Toul;21980;
Dommartin-sous-Amance;27470;
Domprix;;
Domptail-en-l'Air;;
Doncourt-lès-Conflans;22330;
Doncourt-lès-Longuyon;22050;
Drouville;17890;
Écrouves;21350;53
Einvaux;20320;
Einville-au-Jard;20210;
Emberménil;21780;
Épiez-sur-Chiers;22960;
Éply;23830;
Erbéviller-sur-Amezule;;
Errouville;22930;
Essey-et-Maizerais;21270;
Essey-la-Côte;;
Essey-lès-Nancy;21200;56
Étreval;;
Eulmont;25840;
Euvezin;;
Faulx;23770;
Favières;20100;
Fécocourt;;
Fenneviller;22000;
Ferrières;22960;
Fey-en-Haye;;
Fillières;24790;
Flainval;21080;
Flavigny-sur-Moselle;23630;
Fléville-devant-Nancy;26110;69
Fléville-Lixières;20300;
Flin;20600;
Flirey;21160;
Fontenoy-la-Joûte;18680;
Fontenoy-sur-Moselle;26190;
Forcelles-Saint-Gorgon;21860;
Forcelles-sous-Gugney;;
Foug;19010;39
Fraimbois;21510;
Fraisnes-en-Saintois;;
Francheville;20800;
Franconville;;
Fréménil;21480;
Frémonville;19760;
Fresnois-la-Montagne;25290;
Friauville;22910;
Frolois;23210;
Frouard;20020;47
Froville;18250;
Gélacourt;20370;
Gélaucourt;;
Gellenoncourt;;
Gémonville;;
Gerbécourt-et-Haplemont;23520;
Gerbéviller;19950;
Germiny;22050;
Germonville;22720;
Gézoncourt;24760;
Gibeaumeix;17100;
Giraumont;19170;
Giriviller;;
Glonville;19860;
Gogney;;
Gondrecourt-Aix;21360;
Gondreville;24660;67
Gondrexon;;
Gorcy;22700;33
Goviller;21890;
Grand-Failly;21190;
Grimonviller;;
Gripport;21750;
Griscourt;19060;
Grosrouvres;;
Gugney;;
Gye;22410;
Hablainville;19550;
Hagéville;23200;
Haigneville;;
Halloville;;
Hammeville;22120;
Hamonville;;
Hannonville-Suzémont;22050;
Haraucourt;23210;
Harbouey;19200;
Haroué;21530;
Hatrize;22030;
Haucourt-Moulaine;21230;31
Haudonville;;
Haussonville;22360;
Heillecourt;25440;66
Hénaménil;19500;
Herbéviller;20430;
Hériménil;21390;
Herserange;18300;25
Hoéville;21750;
Homécourt;17970;34
Houdelmont;22810;
Houdemont;26610;72
Houdreville;20870;
Housséville;20560;
Hudiviller;25690;
Hussigny-Godbrange;24750;25
Igney;19720;
Jaillon;23230;
Jarny;19390;41
Jarville-la-Malgrange;18210;44
Jaulny;20690;
Jeandelaincourt;20190;
Jeandelize;21550;
Jevoncourt;;
Jezainville;22310;
Jœuf;17060;32
Jolivet;23430;
Joppécourt;17980;
Jouaville;23580;
Joudreville;17150;
Juvrecourt;;
Labry;20800;
Lachapelle;21370;
Lagney;22610;
Laître-sous-Amance;27010;
Laix;23740;
Lalœuf;22810;
Lamath;21650;
Landécourt;;
Landremont;20750;
Landres;19410;
Laneuvelotte;24370;
Laneuveville-aux-Bois;19800;
Laneuveville-derrière-Foug;19140;
Laneuveville-devant-Bayon;20720;
Laneuveville-devant-Nancy;21090;54
Lanfroicourt;25130;
Lantéfontaine;24010;
Laronxe;19830;
Laxou;21600;55
Lay-Saint-Christophe;27820;71
Lay-Saint-Remy;19350;
Lebeuville;20060;
Leintrey;20230;
Lemainville;22580;
Leménil-Mitry;;
Lenoncourt;24520;
Lesménils;23740;
Létricourt;23850;
Lexy;26050;40
Leyr;22060;
Limey-Remenauville;24470;
Lironville;21430;
Liverdun;22300;56
Loisy;21620;
Longlaville;19530;31
Longuyon;19320;33
Longwy;17320;27
Lorey;;
Loromontzey;;
Lubey;24110;
Lucey;22360;
Ludres;25470;69
Lunéville;17930;39
Lupcourt;26810;
Magnières;18660;
Maidières;23280;
Mailly-sur-Seille;21160;
Mairy-Mainville;21900;
Maixe;22690;
Maizières;24090;
Malavillers;21180;
Malleloy;23530;
Malzéville;21470;56
Mamey;22480;
Mandres-aux-Quatre-Tours;20030;
Mangonville;21700;
Manoncourt-en-Vermois;24810;
Manoncourt-en-Woëvre;22400;
Manonville;22800;
Manonviller;21480;
Marainviller;21340;
Marbache;21880;
Maron;23960;
Mars-la-Tour;21770;
Marthemont;;
Martincourt;;
Mattexey;;
Maxéville;16840;38
Mazerulles;23050;
Méhoncourt;21120;
Ménil-la-Tour;23120;
Mercy-le-Bas;20400;
Mercy-le-Haut;22490;
Méréville;26860;
Merviller;19810;
Messein;22590;
Mexy;24190;38
Mignéville;17700;
Millery;24010;
Minorville;21130;
Moineville;22440;
Moivrons;22090;
Moncel-lès-Lunéville;21360;
Moncel-sur-Seille;22620;
Montauville;23460;
Montenoy;23720;
Montigny;20310;
Montigny-sur-Chiers;23660;
Mont-l'Étroit;;
Mont-le-Vignoble;23850;
Montreux;;
Mont-Saint-Martin;16450;23
Mont-sur-Meurthe;21750;
Morfontaine;23640;
Moriviller;;
Morville-sur-Seille;22000;
Mouacourt;;
Mouaville;20110;
Mousson;24260;
Moutiers;19040;
Moutrot;21400;
Moyen;19570;
Murville;22180;
Nancy;20650;52
Neufmaisons;19050;
Neuves-Maisons;20440;48
Neuviller-lès-Badonviller;;
Neuviller-sur-Moselle;19530;
Nomeny;22390;
Nonhigny;18670;
Norroy-le-Sec;21580;
Norroy-lès-Pont-à-Mousson;24650;
Noviant-aux-Prés;20800;
Ochey;19960;
Ogéviller;17930;
Ognéville;;
Olley;20460;
Omelmont;24500;
Onville;20800;
Ormes-et-Ville;25360;
Othe;;
Ozerailles;20230;
Pagney-derrière-Barine;22060;
Pagny-sur-Moselle;21770;50
Pannes;20480;
Parey-Saint-Césaire;23790;
Parroy;18850;
Parux;;
Petit-Failly;;
Petitmont;18550;
Pettonville;;
Pexonne;18020;
Phlin;;
Piennes;17300;27
Pierre-la-Treiche;22580;
Pierre-Percée;;
Pierrepont;19000;
Pierreville;24180;
Pompey;19110;43
Pont-à-Mousson;19770;46
Pont-Saint-Vincent;20110;
Port-sur-Seille;25650;
Praye;22310;
Prény;23240;
Preutin-Higny;22060;
Pulligny;23520;
Pulney;;
Pulnoy;22720;59
Puxe;21000;
Puxieux;21380;
Quevilloncourt;;
Raon-lès-Leau;;
Raucourt;22250;
Raville-sur-Sânon;;
Réchicourt-la-Petite;;
Réclonville;;
Rehainviller;22340;
Reherrey;19410;
Réhon;21950;33
Reillon;;
Rembercourt-sur-Mad;22880;
Remenoville;18500;
Réméréville;24120;
Remoncourt;;
Repaix;23330;
Richardménil;25960;72
Rogéville;21190;
Romain;;
Rosières-aux-Salines;22220;54
Rosières-en-Haye;23320;
Rouves;20600;
Roville-devant-Bayon;20840;
Royaumeix;21210;
Rozelieures;19960;
Saffais;23140;
Saint-Ail;24360;
Saint-Baussant;;
Saint-Boingt;;
Saint-Clément;19320;
Saint-Firmin;21120;
Sainte-Geneviève;23040;
Saint-Germain;23660;
Saint-Jean-lès-Longuyon;20620;
Saint-Julien-lès-Gorze;19680;
Saint-Marcel;23640;
Saint-Mard;21600;
Saint-Martin;;
Saint-Maurice-aux-Forges;22750;
Saint-Max;20640;53
Saint-Nicolas-de-Port;21210;52
Sainte-Pôle;22690;
Saint-Pancré;22210;
Saint-Remimont;24310;
Saint-Rémy-aux-Bois;;
Saint-Sauveur;;
Saint-Supplet;20360;
Saizerais;23040;
Sancy;22810;
Sanzey;19560;
Saulnes;21400;28
Saulxerotte;19600;
Saulxures-lès-Nancy;23240;61
Saulxures-lès-Vannes;19300;
Saxon-Sion;;
Seichamps;22690;59
Seicheprey;22050;
Selaincourt;22090;
Seranville;20430;
Serres;19480;
Serrouville;23240;
Sexey-aux-Forges;22680;
Sionviller;25230;
Sivry;24170;
Sommerviller;22210;
Sornéville;23340;
Sponville;21640;
Tanconville;18160;
Tantonville;20970;
Tellancourt;24040;
Thélod;23710;
They-sous-Vaudemont;;
Thézey-Saint-Martin;22160;
Thiaucourt-Regniéville;19720;
Thiaville-sur-Meurthe;19530;
Thiébauménil;21620;
Thil;22110;
Thorey-Lyautey;19090;
Thuilley-aux-Groseilles;23350;
Thumeréville;;
Tiercelet;30420;
Tomblaine;19430;48
Tonnoy;24270;
Toul;17930;40
Tramont-Émy;;
Tramont-Lassus;;
Tramont-Saint-André;;
Tremblecourt;19080;
Trieux;20530;30
Trondes;20980;
Tronville;24640;
Tucquegnieux;19650;32
Ugny;28090;
Uruffe;18920;
Vacqueville;20890;
Val-et-Châtillon;15840;
Valhey;22240;
Valleroy;21620;49
Vallois;19470;
Vandelainville;21750;
Vandeléville;20780;
Vandières;21910;
Vandœuvre-lès-Nancy;17210;42
Vannes-le-Châtel;18650;
Varangéville;20860;49
Vathiménil;21440;
Vaucourt;;
Vaudémont;;
Vaudeville;20840;
Vaudigny;;
Vaxainville;;
Vého;19720;
Bois-de-Haye;28560;77
Velaine-sous-Amance;21990;
Velle-sur-Moselle;25840;
Veney;;
Vennezey;;
Verdenal;19710;
Vézelise;20210;
Viéville-en-Haye;19110;
Vigneulles;23640;
Vilcey-sur-Trey;21950;
Villacourt;20410;
Ville-au-Montois;21030;
Ville-au-Val;22200;
Villecey-sur-Mad;22150;
Ville-en-Vermois;26540;
Ville-Houdlémont;25780;
Villers-en-Haye;20470;
Villers-la-Chèvre;30180;
Villers-la-Montagne;27390;
Villers-le-Rond;24190;
Villers-lès-Moivrons;21040;
Villers-lès-Nancy;24850;64
Villers-sous-Prény;21560;
Villerupt;20040;20
Ville-sur-Yron;23920;
Villette;21830;
Villey-le-Sec;25060;
Villey-Saint-Étienne;25080;
Virecourt;21930;
Viterne;21960;
Vitrey;21950;
Vitrimont;22280;
Vittonville;25030;
Viviers-sur-Chiers;22300;
Voinémont;21310;
Vroncourt;23870;
Waville;22030;
Xammes;21170;
Xermaménil;22320;
Xeuilley;22910;
Xirocourt;22500;
Xivry-Circourt;19960;
Xonville;20440;
Xousse;20890;
Xures;18120;
Han-devant-Pierrepont;21280;
Abainville;19910;
Abaucourt-Hautecourt;;
Aincreville;;
Amanty;;
Ambly-sur-Meuse;22730;
Amel-sur-l'Étang;20030;
Ancemont;20780;
Ancerville;21060;53
Andernay;20480;
Apremont-la-Forêt;19250;
Arrancy-sur-Crusne;21590;
Aubréville;20390;
Aulnois-en-Perthois;20760;
Autrécourt-sur-Aire;20080;
Autréville-Saint-Lambert;;
Avillers-Sainte-Croix;;
Avioth;22890;
Avocourt;19300;
Azannes-et-Soumazannes;19720;
Baâlon;19970;
Badonvilliers-Gérauvilliers;19780;
Bannoncourt;20280;
Bantheville;15060;
Bar-le-Duc;19500;48
Baudonvilliers;23080;
Baudrémont;;
Baulny;;
Bazeilles-sur-Othain;20120;
Bazincourt-sur-Saulx;22950;
Beauclair;;
Beaufort-en-Argonne;21450;
Beaulieu-en-Argonne;;
Beausite;17590;
Behonne;24470;
Belleray;21420;
Belleville-sur-Meuse;20350;51
Belrain;;
Belrupt-en-Verdunois;22220;
Beney-en-Woëvre;19740;
Béthelainville;18010;
Béthincourt;;
Beurey-sur-Saulx;20400;
Biencourt-sur-Orge;19650;
Billy-sous-Mangiennes;18040;
Bislée;;
Blanzée;;
Boinville-en-Woëvre;;
Boncourt-sur-Meuse;21010;
Bonnet;17110;
Bonzée;21860;
Le Bouchon-sur-Saulx;19210;
Bouconville-sur-Madt;;
Bouligny;17680;25
Bouquemont;;
Boureuilles;22570;
Bovée-sur-Barboure;19150;
Boviolles;20440;
Brabant-en-Argonne;;
Brabant-le-Roi;21120;
Brabant-sur-Meuse;19730;
Brandeville;16780;
Braquis;21700;
Bras-sur-Meuse;22520;
Brauvilliers;18170;
Bréhéville;17580;
Breux;19910;
Brieulles-sur-Meuse;16920;
Brillon-en-Barrois;21840;
Brixey-aux-Chanoines;;
Brizeaux;;
Brocourt-en-Argonne;;
Brouennes;22570;
Broussey-en-Blois;;
Broussey-Raulecourt;19940;
Bure;;
Burey-en-Vaux;20420;
Burey-la-Côte;;
Buxières-sous-les-Côtes;22270;
Buzy-Darmont;19160;
Cesse;19890;
Chaillon;19770;
Chalaines;20770;
Champneuville;19940;
Champougny;;
Chardogne;23020;
Charny-sur-Meuse;24030;
Charpentry;;
Chassey-Beaupré;;
Châtillon-sous-les-Côtes;23070;
Chattancourt;22280;
Chaumont-devant-Damvillers;;
Chaumont-sur-Aire;20050;
Chauvency-le-Château;18530;
Chauvency-Saint-Hubert;19140;
Chauvoncourt;20830;
Cheppy;18860;
Chonville-Malaumont;21960;
Cierges-sous-Montfaucon;;
Le Claon;;
Clermont-en-Argonne;19120;
Cléry-le-Grand;;
Cléry-le-Petit;19580;
Combles-en-Barrois;23860;
Combres-sous-les-Côtes;22200;
Commercy;17330;37
Les Hauts-de-Chée;20790;
Consenvoye;19020;
Contrisson;20780;
Courcelles-en-Barrois;;
Courcelles-sur-Aire;;
Courouvre;;
Cousances-les-Forges;19750;
Couvertpuis;;
Couvonges;21870;
Cuisy;;
Culey;22620;
Cunel;;
Dagonville;;
Dainville-Bertheléville;19490;
Damloup;24360;
Dammarie-sur-Saulx;19730;
Damvillers;17970;
Dannevoux;19850;
Delouze-Rosières;20000;
Delut;16970;
Demange-Baudignécourt;18040;
Dieppe-sous-Douaumont;20970;
Dieue-sur-Meuse;20260;
Dombasle-en-Argonne;21260;
Dombras;17520;
Dommartin-la-Montagne;;
Dommary-Baroncourt;17950;
Dompcevrin;19840;
Dompierre-aux-Bois;;
Domremy-la-Canne;;
Doncourt-aux-Templiers;;
Doulcon;20700;
Dugny-sur-Meuse;21520;
Dun-sur-Meuse;17780;
Duzey;;
Écouviez;23930;
Écurey-en-Verdunois;19170;
Eix;22630;
Les Éparges;;
Épiez-sur-Meuse;;
Épinonville;;
Érize-la-Brûlée;20920;
Érize-la-Petite;;
Érize-Saint-Dizier;22210;
Erneville-aux-Bois;21250;
Esnes-en-Argonne;21540;
Étain;18340;34
Éton;19500;
Étraye;;
Euville;19330;
Èvres;21460;
Fains-Véel;22830;64
Flassigny;;
Foameix-Ornel;22860;
Fontaines-Saint-Clair;;
Forges-sur-Meuse;20530;
Foucaucourt-sur-Thabas;;
Fouchères-aux-Bois;21510;
Frémeréville-sous-les-Côtes;19790;
Fresnes-au-Mont;21710;
Fresnes-en-Woëvre;20820;
Froidos;;
Fromeréville-les-Vallons;20710;
Fromezey;;
Futeau;19070;
Génicourt-sur-Meuse;18280;
Gercourt-et-Drillancourt;20870;
Géry;;
Gesnes-en-Argonne;;
Gimécourt;;
Gincrey;;
Girauvoisin;;
Givrauval;20770;
Gondrecourt-le-Château;18530;
Gouraincourt;;
Goussaincourt;19480;
Gremilly;;
Grimaucourt-en-Woëvre;18520;
Grimaucourt-près-Sampigny;;
Guerpont;20750;
Gussainville;;
Haironville;21610;
Halles-sous-les-Côtes;19500;
Han-lès-Juvigny;20880;
Hannonville-sous-les-Côtes;18480;
Han-sur-Meuse;22080;
Harville;24000;
Haudainville;21780;
Haudiomont;18270;
Heippes;;
Hennemont;21150;
Herbeuville;20260;
Herméville-en-Woëvre;18650;
Heudicourt-sous-les-Côtes;18950;
Hévilliers;20460;
Horville-en-Ornois;;
Houdelaincourt;19770;
Inor;17680;
Ippécourt;17990;
Iré-le-Sec;21430;
Les Islettes;18690;
Les Trois-Domaines;18310;
Jametz;18800;
Jonville-en-Woëvre;19690;
Jouy-en-Argonne;;
Geville;20340;
Julvécourt;;
Juvigny-en-Perthois;19910;
Juvigny-sur-Loison;20090;
Kœur-la-Grande;21900;
Kœur-la-Petite;20290;
Labeuville;18800;
Lachalade;;
Lachaussée;20940;
Lacroix-sur-Meuse;20310;
Lahaymeix;;
Lahayville;;
Laheycourt;21460;
Laimont;22910;
Lamorville;18780;
Lamouilly;;
Landrecourt-Lempire;21040;
Laneuville-au-Rupt;20110;
Laneuville-sur-Meuse;19440;
Lanhères;;
Latour-en-Woëvre;;
Lavallée;19630;
Lavincourt;;
Lavoye;20070;
Lemmes;20890;
Lérouville;19090;
Levoncourt;;
Lignières-sur-Aire;;
Ligny-en-Barrois;18720;41
Liny-devant-Dun;19090;
Lion-devant-Dun;20090;
Lisle-en-Barrois;;
L'Isle-en-Rigault;20610;
Lissey;18030;
Loisey;21670;
Loison;15630;
Longeaux;21270;
Longchamps-sur-Aire;21440;
Longeville-en-Barrois;20970;
Loupmont;;
Louppy-le-Château;20450;
Louppy-sur-Loison;19170;
Luzy-Saint-Martin;16890;
Maizeray;;
Maizey;21650;
Malancourt;;
Mandres-en-Barrois;15530;
Mangiennes;18180;
Manheulles;21080;
Marchéville-en-Woëvre;;
Marre;21920;
Marson-sur-Barboure;;
Martincourt-sur-Meuse;;
Marville;18450;
Maucourt-sur-Orne;;
Maulan;22470;
Mauvages;21170;
Maxey-sur-Vaise;17920;
Mécrin;18170;
Méligny-le-Grand;;
Méligny-le-Petit;;
Menaucourt;21390;
Ménil-aux-Bois;;
Ménil-la-Horgne;22050;
Ménil-sur-Saulx;19580;
Merles-sur-Loison;21250;
Milly-sur-Bradon;16790;
Mogeville;;
Mognéville;18990;
Moirey-Flabas-Crépion;20750;
Montblainville;;
Montbras;;
Mont-devant-Sassey;20490;
Montfaucon-d'Argonne;19260;
Les Monthairons;19840;
Montiers-sur-Saulx;18680;
Montigny-devant-Sassey;19210;
Montigny-lès-Vaucouleurs;;
Montmédy;19550;
Montplonne;21260;
Montsec;;
Montzéville;20250;
Moranville;21550;
Morgemoulin;19090;
Chanteraine;23620;
Morley;20910;
Mouilly;19360;
Moulainville;22930;
Moulins-Saint-Hubert;19680;
Moulotte;;
Mouzay;20650;
Murvaux;17740;
Val-d'Ornain;22590;
Muzeray;23590;
Naives-en-Blois;19080;
Naives-Rosières;22430;
Naix-aux-Forges;19960;
Nançois-le-Grand;;
Nançois-sur-Ornain;21540;
Nant-le-Grand;;
Nant-le-Petit;;
Nantillois;;
Nantois;;
Nepvant;;
Nettancourt;19010;
Le Neufour;;
Neuville-en-Verdunois;;
Neuville-lès-Vaucouleurs;20270;
Neuville-sur-Ornain;20490;
Neuvilly-en-Argonne;21790;
Nicey-sur-Aire;19620;
Nixéville-Blercourt;22360;
Nonsard-Lamarche;20150;
Nouillonpont;21880;
Noyers-Auzécourt;20570;
Nubécourt;20140;
Olizy-sur-Chiers;18460;
Ornes;;
Osches;;
Ourches-sur-Meuse;20260;
Pagny-la-Blanche-Côte;18310;
Pagny-sur-Meuse;20640;
Pareid;19020;
Parfondrupt;;
Les Paroches;22750;
Peuvillers;;
Pierrefitte-sur-Aire;20530;
Pillon;19240;
Pintheville;22340;
Pont-sur-Meuse;20110;
Pouilly-sur-Meuse;20590;
Pretz-en-Argonne;;
Quincy-Landzécourt;20520;
Rambluzin-et-Benoite-Vaux;;
Rambucourt;18610;
Rancourt-sur-Ornain;21500;
Ranzières;;
Rarécourt;19170;
Récicourt;19420;
Récourt-le-Creux;;
Reffroy;;
Regnéville-sur-Meuse;;
Rembercourt-Sommaisne;20650;
Remennecourt;;
Remoiville;20370;
Resson;21970;
Revigny-sur-Ornain;18820;44
Réville-aux-Bois;20440;
Riaville;;
Ribeaucourt;;
Richecourt;;
Rigny-la-Salle;18730;
Rigny-Saint-Martin;;
Robert-Espagne;19690;
Les Roises;;
Romagne-sous-les-Côtes;19510;
Romagne-sous-Montfaucon;13680;
Ronvaux;;
Raival;20680;
Rouvres-en-Woëvre;18410;
Rouvrois-sur-Meuse;19330;
Rouvrois-sur-Othain;21660;
Rumont;;
Rupt-aux-Nonains;19330;
Rupt-devant-Saint-Mihiel;;
Rupt-en-Woëvre;18780;
Rupt-sur-Othain;;
Saint-Amand-sur-Ornain;;
Saint-André-en-Barrois;;
Saint-Aubin-sur-Aire;20950;
Saint-Germain-sur-Meuse;20990;
Saint-Hilaire-en-Woëvre;20720;
Saint-Jean-lès-Buzy;18370;
Saint-Joire;18410;
Saint-Julien-sous-les-Côtes;18240;
Saint-Laurent-sur-Othain;18440;
Saint-Maurice-sous-les-Côtes;17800;
Saint-Mihiel;17810;39
Saint-Pierrevillers;23500;
Saint-Remy-la-Calonne;;
Salmagne;22200;
Sampigny;20120;
Samogneux;;
Sassey-sur-Meuse;;
Saudrupt;21260;
Saulmory-Villefranche;;
Saulvaux;21040;
Saulx-lès-Champlon;18380;
Sauvigny;20780;
Sauvoy;;
Savonnières-devant-Bar;21130;
Savonnières-en-Perthois;18320;
Seigneulles;23160;
Senon;18480;
Senoncourt-les-Maujouy;;
Septsarges;;
Sepvigny;;
Seuzey;;
Silmont;24310;
Sivry-la-Perche;21370;
Sivry-sur-Meuse;19500;
Sommedieue;18570;
Sommeilles;19970;
Sommelonne;22330;
Sorbey;21010;
Sorcy-Saint-Martin;19760;
Les Souhesmes-Rampont;21130;
Souilly;19460;
Spincourt;21480;
Stainville;20620;
Stenay;18290;38
Taillancourt;20280;
Tannois;20850;
Thierville-sur-Meuse;20320;50
Thillombois;;
Thillot;19030;
Thonne-la-Long;26570;
Thonne-le-Thil;18400;
Thonne-les-Près;20940;
Thonnelle;20200;
Tilly-sur-Meuse;17210;
Trémont-sur-Saulx;21420;
Trésauvaux;;
Tréveray;19630;
Seuil-d'Argonne;19940;
Cousances-lès-Triconville;19500;
Tronville-en-Barrois;19830;
Troussey;20070;
Troyon;18710;
Ugny-sur-Meuse;18730;
Vacherauville;23690;
Vadelaincourt;;
Vadonville;17110;
Varennes-en-Argonne;18650;
Varnéville;;
Valbois;;
Vassincourt;22540;
Vaubecourt;20840;
Vaucouleurs;18380;
Vaudeville-le-Haut;;
Vaudoncourt;;
Vauquois;;
Douaumont-Vaux;;
Vaux-lès-Palameix;;
Vavincourt;22730;
Velaines;22700;
Velosnes;24240;
Verdun;18630;42
Verneuil-Grand;22180;
Verneuil-Petit;25820;
Véry;;
Vigneulles-lès-Hattonchâtel;20160;
Vigneul-sous-Montmédy;;
Vignot;20920;
Villécloye;21150;
Ville-devant-Belrain;;
Ville-devant-Chaumont;;
Ville-en-Woëvre;21670;
Villeroy-sur-Méholle;;
Villers-aux-Vents;21120;
Villers-devant-Dun;;
Villers-le-Sec;21080;
Villers-lès-Mangiennes;;
Villers-sous-Pareid;;
Villers-sur-Meuse;18910;
Ville-sur-Cousances;16830;
Ville-sur-Saulx;21680;
Villotte-devant-Louppy;19040;
Villotte-sur-Aire;20360;
Vilosnes-Haraumont;16290;
Vittarville;;
Void-Vacon;19980;
Vouthon-Bas;;
Vouthon-Haut;;
Waly;;
Warcq;18200;
Watronville;;
Wavrille;;
Willeroncourt;22460;
Wiseppe;18000;
Woël;20000;
Woimbey;18500;
Xivray-et-Marvoisin;20850;
Allaire;20450;46
Ambon;21900;
Arradon;27160;70
Arzal;20860;
Arzon;25350;63
Augan;18870;
Auray;20020;46
Baden;25170;63
Bangor;21240;
Baud;20660;45
Béganne;19640;
Beignon;21160;
Belz;21110;48
Berné;18740;
Berric;20720;
Bignan;20400;47
Billiers;22390;
Billio;19720;
Bohal;21580;
Brandérion;21230;
Brandivy;20690;
Brech;21990;53
Bréhan;20290;47
