ville;mediane_niveau_de_vie_2019;part_menages_fiscaux_imposés_2019
Bouteilles-Saint-Sébastien;14230;
Bouzic;19580;
Brantôme en Périgord;20220;44
Brouchaud;19650;
Le Bugue;18840;41
Le Buisson-de-Cadouin;18940;
Bussac;20200;
Busserolles;17490;
Bussière-Badil;17560;
Calès;19250;
Calviac-en-Périgord;20460;
Campagnac-lès-Quercy;18200;
Campagne;21050;
Campsegret;19870;
Capdrot;19020;
Carlux;19320;
Carsac-Aillac;21170;
Carsac-de-Gurson;19530;
Carves;17210;
La Cassagne;18410;
Castelnaud-la-Chapelle;18430;
Castels et Bézenac;19260;
Cause-de-Clérans;19860;
Cazoulès;19110;
Celles;18460;
Cénac-et-Saint-Julien;19560;
Chalagnac;20610;
Chalais;18360;
Champagnac-de-Belair;20000;
Champagne-et-Fontaine;18690;
Champcevinel;24320;64
Champniers-et-Reilhac;17330;
Champs-Romain;18370;
Chancelade;21710;55
Chantérac;20250;
Chapdeuil;21830;
La Chapelle-Aubareil;17330;
La Chapelle-Faucher;19480;
La Chapelle-Gonaguet;22200;
La Chapelle-Grésignac;;
La Chapelle-Montabourlet;;
La Chapelle-Montmoreau;;
La Chapelle-Saint-Jean;;
Chassaignes;;
Château-l'Évêque;21180;49
Châtres;18060;
Les Coteaux Périgourdins;20590;
Cherval;19860;
Cherveix-Cubas;20250;
Chourgnac;;
Cladech;17810;
Clermont-de-Beauregard;15540;
Clermont-d'Excideuil;19280;
Colombier;21950;
Comberanche-et-Épeluche;17420;
Condat-sur-Trincou;17870;
Condat-sur-Vézère;19660;
Connezac;;
Conne-de-Labarde;21730;
La Coquille;18580;
Corgnac-sur-l'Isle;19530;
Cornille;23480;
Coubjours;18230;
Coulaures;19980;
Coulounieix-Chamiers;19940;48
Coursac;22140;57
Cours-de-Pile;20320;
Coutures;18420;
Coux et Bigaroque-Mouzens;19990;
Couze-et-Saint-Front;19510;
Creyssac;;
Creysse;20840;
Creyssensac-et-Pissot;19840;
Cubjac-Auvézère-Val d'Ans;19410;
Cunèges;20820;
Daglan;19340;
Doissat;14650;
Domme;18960;
La Dornac;21400;
Douchapt;19120;
Douville;19900;
La Douze;19210;
Douzillac;19470;
Dussac;19300;
Échourgnac;18790;
Église-Neuve-de-Vergt;21410;
Église-Neuve-d'Issac;17240;
Escoire;21970;
Étouars;15130;
Excideuil;18660;
Eygurande-et-Gardedeuil;18300;
Eymet;18730;37
Plaisance;17660;
Eyzerac;21250;
Les Eyzies;18540;
Fanlac;18080;
Les Farges;22290;
Faurilles;;
Faux;19620;
La Feuillade;22260;
Firbeix;17850;
Le Fleix;19440;
Fleurac;16700;
Florimont-Gaumier;17220;
Fonroque;18460;
Fossemagne;18610;
Fougueyrolles;19370;
Fouleix;18260;
Fraisse;18030;
Gabillou;;
Gageac-et-Rouillac;21280;
Gardonne;19690;
Gaugeac;;
Génis;19940;
Ginestet;22190;
Gout-Rossignol;18580;
Grand-Brassac;17950;
Granges-d'Ans;19770;
Grignols;19570;
Grives;18670;
Groléjac;19300;
Grun-Bordas;18170;
Hautefaye;16100;
Hautefort;18860;
Issac;19460;
Issigeac;19650;
Jaure;20520;
Javerlhac-et-la-Chapelle-Saint-Robert;17840;
Jayac;17640;
La Jemaye-Ponteyraud;19810;
Journiac;19330;
Jumilhac-le-Grand;18040;
Lacropte;17390;
Rudeau-Ladosse;17340;
La Force;20050;47
Lalinde;20000;43
Lamonzie-Montastruc;20690;
Lamonzie-Saint-Martin;19950;48
Lamothe-Montravel;18420;
Lanouaille;18650;
Lanquais;20960;
Le Lardin-Saint-Lazare;19070;
Larzac;17770;
Lavalade;;
Lavaur;;
Les Lèches;19050;
Léguillac-de-l'Auche;20510;
Lembras;22000;
Lempzours;16510;
Limeuil;19690;
Limeyrat;18540;
Liorac-sur-Louyre;22700;
Lisle;18540;
Lolme;21340;
Loubejac;16220;
Lunas;21010;
Lusignac;17420;
Lussas-et-Nontronneau;18780;
Manzac-sur-Vern;19760;
Marcillac-Saint-Quentin;20420;
Mareuil en Périgord;19110;41
Marnac;20310;
Marquay;19660;
Marsac-sur-l'Isle;20710;51
Marsalès;18330;
Eyraud-Crempse-Maurens;20110;
Mauzac-et-Grand-Castang;19950;
Mauzens-et-Miremont;18250;
Mayac;21440;
Mazeyrolles;17550;
Ménesplet;19390;
Mensignac;20040;
Mescoules;20610;
Meyrals;18170;
Mialet;17990;
Milhac-de-Nontron;19050;
Minzac;20560;
Molières;19030;
Monbazillac;23090;
Monestier;18780;
Monfaucon;18250;
Monmadalès;;
Monmarvès;;
Monpazier;17390;
Monsac;21240;
Monsaguel;21730;
Montagnac-d'Auberoche;20850;
Montagnac-la-Crempse;17890;
Montagrier;20400;
Montaut;19820;
Montazeau;22010;
Montcaret;19200;
Montferrand-du-Périgord;16510;
Montignac;18750;39
Montpeyroux;18920;
Monplaisant;19610;
Montpon-Ménestérol;18800;41
Montrem;20540;
Mouleydier;20080;
Moulin-Neuf;17830;
Mussidan;18060;33
Nabirat;18240;
Nadaillac;19920;
Nailhac;19710;
Nanteuil-Auriac-de-Bourzac;17250;
Nantheuil;19770;
Nanthiat;19050;
Nastringues;16820;
Naussannes;17870;
Négrondes;19750;
Neuvic;18780;38
Nontron;19240;41
Sanilhac;21610;54
Orliac;;
Orliaguet;19660;
Parcoul-Chenaud;17340;
Paulin;18800;
Paunat;19070;
Paussac-et-Saint-Vivien;19810;
Payzac;17240;
Pazayac;19520;
Périgueux;19030;44
Petit-Bersac;18600;
Peyrignac;20400;
Peyrillac-et-Millac;20090;
Peyzac-le-Moustier;16700;
Pezuls;25840;
Piégut-Pluviers;18940;
Le Pizou;18450;
Plazac;18120;
Pomport;20090;
Pontours;21340;
Port-Sainte-Foy-et-Ponchapt;19100;41
Prats-de-Carlux;19940;
Prats-du-Périgord;17120;
Pressignac-Vicq;18720;
Preyssac-d'Excideuil;20330;
Prigonrieux;20570;49
Proissans;20590;
Queyssac;21320;
Quinsac;18830;
Rampieux;15080;
Razac-d'Eymet;16950;
Razac-de-Saussignac;19560;
Razac-sur-l'Isle;20420;45
Ribagnac;19850;
Ribérac;18670;38
La Rochebeaucourt-et-Argentine;18820;
La Roche-Chalais;17630;37
La Roque-Gageac;21880;
Rouffignac-Saint-Cernin-de-Reilhac;18630;
Rouffignac-de-Sigoulès;20020;
Sadillac;18360;
Sagelat;18140;
Saint-Agne;20560;
Val de Louyre et Caudeau;19610;
Coly-Saint-Amand;19430;
Saint-Amand-de-Vergt;17290;
Saint-André-d'Allas;20960;
Saint-André-de-Double;16370;
Saint-Antoine-de-Breuilh;18410;
Saint-Aquilin;19400;
Saint-Astier;19810;42
Saint-Aubin-de-Cadelech;19110;
Saint-Aubin-de-Lanquais;20470;
Saint-Aubin-de-Nabirat;19750;
Saint Aulaye-Puymangou;18730;
Saint-Avit-de-Vialard;21460;
Saint-Avit-Rivière;;
Saint-Avit-Sénieur;19350;
Saint-Barthélemy-de-Bellegarde;18900;
Saint-Barthélemy-de-Bussière;17150;
Saint-Capraise-de-Lalinde;18480;
Saint-Capraise-d'Eymet;15120;
Saint-Cassien;;
Saint-Cernin-de-Labarde;19530;
Saint-Cernin-de-l'Herm;16970;
Saint-Chamassy;19750;
Saint-Crépin-d'Auberoche;19280;
Saint-Crépin-et-Carlucet;20030;
Sainte-Croix;;
Sainte-Croix-de-Mareuil;22710;
Saint-Cybranet;18150;
Saint-Cyprien;17970;
Saint-Cyr-les-Champagnes;17160;
Saint-Estèphe;19250;
Saint-Étienne-de-Puycorbier;;
Sainte-Eulalie-d'Ans;18810;
Saint-Félix-de-Bourdeilles;;
Saint-Félix-de-Reillac-et-Mortemart;18430;
Saint-Félix-de-Villadeix;19310;
Sainte-Foy-de-Belvès;;
Sainte-Foy-de-Longas;20620;
Saint-Front-d'Alemps;21880;
Saint-Front-de-Pradoux;19880;
Saint-Front-la-Rivière;19140;
Saint-Front-sur-Nizonne;21220;
Saint-Geniès;19690;
Saint-Georges-Blancaneix;19680;
Saint-Georges-de-Montclard;18250;
Saint-Géraud-de-Corps;19010;
Saint-Germain-de-Belvès;21360;
Saint-Germain-des-Prés;19100;
Saint-Germain-du-Salembre;19310;
Saint-Germain-et-Mons;20850;
Saint-Géry;18950;
Saint-Geyrac;20300;
Saint-Hilaire-d'Estissac;21870;
Saint-Julien-Innocence-Eulalie;19560;
Saint-Jean-d'Ataux;19530;
Saint-Jean-de-Côle;19740;
Saint-Jean-d'Estissac;20450;
Saint-Jory-de-Chalais;17230;
Saint-Jory-las-Bloux;20090;
Saint-Julien-de-Lampon;19250;
Saint-Just;16640;
Saint-Laurent-des-Hommes;19640;
Saint-Laurent-des-Vignes;20880;
Saint-Laurent-la-Vallée;18190;
Saint-Léon-d'Issigeac;21950;
Saint-Léon-sur-l'Isle;19510;
Saint-Léon-sur-Vézère;17530;
Saint-Louis-en-l'Isle;17730;
Saint-Marcel-du-Périgord;18560;
Saint-Marcory;;
Saint-Martial-d'Albarède;20400;
Saint-Martial-d'Artenset;20590;
Saint-Martial-de-Nabirat;19950;
Saint-Martial-de-Valette;19400;
Saint-Martial-Viveyrol;17440;
Saint-Martin-de-Fressengeas;17810;
Saint-Martin-de-Gurson;18390;
Saint-Martin-de-Ribérac;18610;
Saint-Martin-des-Combes;23460;
Saint-Martin-l'Astier;19150;
Saint-Martin-le-Pin;20800;
Saint-Maime-de-Péreyrol;19360;
Saint-Méard-de-Drône;19480;
Saint-Méard-de-Gurçon;18630;
Saint-Médard-de-Mussidan;20140;
Saint-Médard-d'Excideuil;19670;
Saint-Mesmin;18330;
Saint-Michel-de-Double;17140;
Saint-Michel-de-Montaigne;19260;
Saint-Michel-de-Villadeix;20150;
Sainte-Mondane;20980;
Sainte-Nathalène;20290;
Saint-Nexans;21710;
Sainte-Orse;18560;
Saint-Pancrace;19000;
Saint-Pantaly-d'Excideuil;20920;
Saint-Pardoux-de-Drône;20300;
Saint-Pardoux-et-Vielvic;21030;
Saint-Pardoux-la-Rivière;18040;
Saint-Paul-de-Serre;22880;
Saint-Paul-la-Roche;17410;
Saint-Paul-Lizonne;18780;
Saint-Perdoux;19600;
Saint-Pierre-de-Chignac;20150;
Saint-Pierre-de-Côle;18120;
Saint-Pierre-de-Frugie;19120;
Saint-Pierre-d'Eyraud;18830;
Saint-Pompont;16480;
Saint-Priest-les-Fougères;17910;
Saint Privat en Périgord;19480;
Saint-Rabier;19280;
Sainte-Radegonde;;
Saint-Raphaël;;
Saint-Rémy;19350;
Saint-Romain-de-Monpazier;17110;
Saint-Romain-et-Saint-Clément;21420;
Saint-Saud-Lacoussière;18670;
Saint-Sauveur;22020;
Saint-Sauveur-Lalande;17890;
Saint-Seurin-de-Prats;18960;
Saint-Séverin-d'Estissac;;
Saint-Sulpice-de-Roumagnac;18790;
Saint-Sulpice-d'Excideuil;19660;
Sainte-Trie;19880;
Saint-Victor;21040;
Saint-Vincent-de-Connezac;17790;
Saint-Vincent-de-Cosse;20200;
Saint-Vincent-Jalmoutiers;19630;
Saint-Vincent-le-Paluel;22720;
Saint-Vincent-sur-l'Isle;21560;
Saint-Vivien;18500;
Salagnac;19820;
Salignac-Eyvigues;19550;
Salles-de-Belvès;;
Salon;19220;
Sarlande;18220;
Sarlat-la-Canéda;19660;43
Sarliac-sur-l'Isle;20790;
Sarrazac;18350;
Saussignac;19410;
Savignac-de-Miremont;19040;
Savignac-de-Nontron;19190;
Savignac-Lédrier;18380;
Savignac-les-Églises;20040;
Sceau-Saint-Angel;17630;
Segonzac;18980;
Sergeac;17790;
Serres-et-Montguyard;18740;
Servanches;;
Sigoulès-et-Flaugeac;19350;
Simeyrols;19090;
Singleyrac;18430;
Siorac-de-Ribérac;20220;
Siorac-en-Périgord;18060;
Sorges et Ligueux en Périgord;20990;
Soudat;;
Soulaures;;
Sourzac;19060;
Tamniès;19650;
Teillots;17240;
Temple-Laguyon;;
Terrasson-Lavilledieu;17650;38
Teyjat;17620;
Thénac;19000;
Thenon;18540;
Thiviers;18340;37
Thonac;18280;
Tocane-Saint-Apre;19090;
La Tour-Blanche-Cercles;18290;
Tourtoirac;18340;
Trélissac;21610;54
Trémolat;18970;
Tursac;18360;
Urval;18230;
Vallereuil;21040;
Valojoulx;20700;
Vanxains;18920;
Varaignes;17740;
Varennes;20930;
Vaunac;21170;
Vélines;18150;
Vendoire;17240;
Verdon;;
Vergt;18150;
Vergt-de-Biron;17660;
Verteillac;18720;
Veyrignac;19010;
Veyrines-de-Domme;19650;
Veyrines-de-Vergt;18510;
Vézac;19960;
Villac;19780;
Villamblard;18450;
Villars;20060;
Villefranche-de-Lonchat;18050;
Villefranche-du-Périgord;17910;
Villetoureix;20120;
Vitrac;20880;
Abbans-Dessous;20840;
Abbans-Dessus;23370;
Abbenans;17990;
Abbévillers;27520;
Accolans;;
Adam-lès-Passavant;;
Adam-lès-Vercel;;
Aibre;21270;
Aïssey;19070;
Allenjoie;22510;
Les Alliés;32740;
Allondans;24630;
Amagney;22180;
Amancey;22790;
Amathay-Vésigneux;19860;
Amondans;;
Anteuil;21900;
Appenans;21200;
Arbouans;21200;
Arc-et-Senans;20400;
Arcey;23270;
Arçon;24680;
Arc-sous-Cicon;22370;
Arc-sous-Montenot;20930;
Aubonne;19290;
Audeux;22850;
Audincourt;17320;39
Autechaux;20960;
Autechaux-Roide;23430;
Les Auxons;25390;67
Avanne-Aveney;23930;
Avilley;22010;
Avoudrey;22180;
Badevel;23420;
Bannans;26060;
Le Barboux;27660;
Bart;23760;
Bartherans;;
Battenans-les-Mines;;
Battenans-Varin;;
Baume-les-Dames;19930;45
Bavans;21300;53
Belfays;34790;
Le Bélieu;31310;
Belleherbe;22070;
Belmont;;
Belvoir;;
Berche;23150;
Berthelange;22920;
Besançon;19110;48
Bethoncourt;16480;34
Beure;21710;
Beutal;21860;
Bians-les-Usiers;23880;
Bief;24430;
Le Bizot;30970;
Blamont;24400;
Blarians;;
Blussangeaux;;
Blussans;22900;
Bolandoz;20920;
Bondeval;24440;
Bonnal;;
Bonnay;23740;
Bonnétage;28860;
Bonnevaux;27460;
La Bosse;;
Bouclans;22400;
Boujailles;23600;
Bourguignon;21620;
Bournois;18950;
Boussières;22560;
Bouverans;25650;
Braillans;24040;
Branne;19030;
Breconchaux;;
Bremondans;;
Brères;;
Les Bréseux;28060;
La Bretenière;;
Bretigney;;
Bretigney-Notre-Dame;20790;
Bretonvillers;21240;
Brey-et-Maison-du-Bois;27290;
Brognard;25330;
Buffard;24780;
Bugny;25300;
Bulle;25680;
Burgille;23030;
Burnevillers;;
Busy;23940;
By;;
Byans-sur-Doubs;21290;
Cademène;;
Cendrey;20610;
Cernay-l'Église;28120;
Cessey;22470;
Chaffois;27580;
Chalèze;23390;
Chalezeule;22190;
Chamesey;18930;
Chamesol;22650;
Champagney;23090;
Champlive;21350;
Champoux;;
Champvans-les-Moulins;22560;
Chantrans;21730;
Chapelle-des-Bois;23400;
Chapelle-d'Huin;24880;
Charmauvillers;28150;
Charmoille;21540;
Charnay;22170;
Charquemont;28620;70
Chassagne-Saint-Denis;18310;
Châteauvieux-les-Fossés;;
Châtelblanc;21920;
Châtillon-Guyotte;22780;
Châtillon-le-Duc;27640;71
Châtillon-sur-Lison;;
Chaucenne;24280;
Les Terres-de-Chaux;22070;
La Chaux;26260;
Chaux-lès-Passavant;22490;
Chaux-Neuve;26630;
Chay;20550;
Chazot;21250;
Chemaudin et Vaux;23900;64
La Chenalotte;35030;
Chenecey-Buillon;22980;
Chevigney-sur-l'Ognon;20970;
Chevigney-lès-Vercel;24120;
La Chevillotte;24160;
Chevroz;25850;
Chouzelot;20630;
Cléron;21830;
Pays-de-Clerval;18220;
La Cluse-et-Mijoux;28360;
Colombier-Fontaine;19830;
Les Combes;29890;
Consolation-Maisonnettes;;
Corcelles-Ferrières;22080;
Corcelle-Mieslot;;
Corcondray;21490;
Côtebrune;;
Courcelles-lès-Montbéliard;22620;
Courcelles;;
Courchapon;20760;
Cour-Saint-Maurice;21520;
Courtefontaine;23330;
Courtetain-et-Salans;;
Courvières;24330;
Crosey-le-Grand;17960;
Crosey-le-Petit;18870;
Le Crouzet;;
Crouzet-Migette;20300;
Cubrial;22310;
Cubry;;
Cusance;;
Cuse-et-Adrisans;18860;
Cussey-sur-Lison;;
Cussey-sur-l'Ognon;22950;
Dambelin;22260;
Dambenois;26100;
Dammartin-les-Templiers;20230;
Dampierre-les-Bois;23880;
Dampierre-sur-le-Doubs;23000;
Dampjoux;24200;
Damprichard;25610;
Dannemarie;21180;
Dannemarie-sur-Crète;23030;
Dasle;23910;
Deluz;20390;
Désandans;23660;
Déservillers;19870;
Devecey;24330;
Dommartin;27220;
Dompierre-les-Tilleuls;22790;
Domprel;21780;
Doubs;26970;70
Dung;24750;
Durnes;22630;
Échay;19290;
Échenans;25580;
Échevannes;;
École-Valentin;23740;63
Les Écorces;27990;
Écot;22630;
L'Écouvotte;;
Écurcey;21870;
Émagny;21970;
Épenouse;22350;
Épenoy;23220;
Épeugney;22250;
Esnans;;
Étalans;22240;
Éternoz;18110;
Étouvans;23680;
Étrabonne;21260;
Étrappe;21710;
Étray;25070;
Étupes;21300;53
Évillers;21100;
Exincourt;21350;53
Eysson;26990;
Faimbe;19360;
Fallerans;20950;
Ferrières-le-Lac;31010;
Ferrières-les-Bois;23340;
Fertans;20480;
Fesches-le-Châtel;20620;50
Fessevillers;32050;
Feule;22010;
Les Fins;29560;73
Flagey;20000;
Flagey-Rigney;22820;
Flangebouche;23580;
Fleurey;;
Fontain;25980;
Fontaine-lès-Clerval;18990;
Fontenelle-Montby;;
Les Fontenelles;26310;
Fontenotte;;
Fourbanne;23590;
Fourcatier-et-Maison-Neuve;36730;
Fourg;21450;
Les Fourgs;27600;
Fournet-Blancheroche;31150;
Frambouhans;28490;
Franey;22790;
Franois;22880;59
Frasne;24350;
Froidevaux;;
Fuans;27870;
Gellin;32040;
Gémonval;;
Geneuille;24660;
Geney;21010;
Gennes;23770;
Germéfontaine;18720;
Germondans;;
Gevresin;21280;
Gilley;27760;
Glamondans;22940;
Glay;22880;
Glère;23530;
Gondenans-Montby;20870;
Gondenans-les-Moulins;;
Gonsans;22020;
Gouhelans;20170;
Goumois;34050;
Goux-lès-Dambelin;21240;
Goux-les-Usiers;23220;
Goux-sous-Landet;;
Grand-Charmont;17900;40
Grand'Combe-Châteleu;31110;
Grand'Combe-des-Bois;29960;
Grandfontaine;23860;
Fournets-Luisans;26800;
Grandfontaine-sur-Creuse;;
La Grange;;
Granges-Narboz;30620;
Les Grangettes;30790;
Les Gras;29000;
Le Gratteris;23970;
Grosbois;21450;
Guillon-les-Bains;;
Guyans-Durnes;24000;
Guyans-Vennes;26300;
Hauterive-la-Fresse;25510;
Hérimoncourt;20150;48
L'Hôpital-du-Grosbois;22900;
L'Hôpital-Saint-Lieffroy;22110;
Les Hôpitaux-Neufs;36180;
Les Hôpitaux-Vieux;31120;
Houtaud;27480;
Huanne-Montmartin;;
Hyémondans;20000;
Hyèvre-Magny;;
Hyèvre-Paroisse;19990;
Indevillers;26790;
L'Isle-sur-le-Doubs;19010;41
Issans;23940;
Jallerange;20100;
Jougne;35110;
Labergement-Sainte-Marie;30580;
Villers-le-Lac;32250;76
Laire;24300;
Laissey;19470;
Lanans;19510;
Landresse;21620;
Lantenne-Vertière;22260;
Lanthenans;;
Larnod;25070;
Laval-le-Prieuré;;
Lavans-Quingey;23580;
Lavans-Vuillafans;20140;
Lavernay;22510;
Laviron;21280;
Levier;21670;52
Liebvillers;21610;
Liesle;19970;
Lizine;;
Lods;20580;
Lombard;23350;
Lomont-sur-Crête;21660;
Longechaux;;
Longemaison;23780;
Longevelle-lès-Russey;;
Longevelle-sur-Doubs;22640;
Longeville;21170;
La Longeville;28190;
Longevilles-Mont-d'Or;33170;
Loray;25480;
Lougres;21640;
Le Luhier;25190;
Luxiol;18960;
Magny-Châtelard;;
Maîche;25520;60
Maisons-du-Bois-Lièvremont;26190;
Malans;19670;
Malbrans;20280;
Malbuisson;32650;
Malpas;28580;
Mamirolle;23490;
Mancenans;20250;
Mancenans-Lizerne;25720;
Mandeure;19410;44
Marchaux-Chaudefontaine;21820;
Marvelise;19750;
Mathay;22970;61
Mazerolles-le-Salin;24990;
Médière;18930;
Le Mémont;;
Mercey-le-Grand;20790;
Mérey-sous-Montrond;22720;
Mérey-Vieilley;22430;
Mésandans;23140;
Meslières;22730;
Mesmay;;
Métabief;34670;
Miserey-Salines;25260;70
Moncey;22410;
Moncley;24070;
Mondon;;
Montagney-Servigney;20500;
Montancy;21600;
Montandon;25310;
Montbéliard;18030;43
Montbéliardot;24190;
Montbenoît;26380;
Mont-de-Laval;23610;
Mont-de-Vougney;30110;
Montécheroux;22360;
Montenois;22800;
Montfaucon;29240;
Montferrand-le-Château;22910;60
Montflovin;31720;
Montgesoye;21060;
Montivernage;;
Montjoie-le-Château;;
Montlebon;32590;76
Montmahoux;;
Montperreux;35490;
Montrond-le-Château;23520;
Montussaint;;
Morre;23190;
Morteau;27710;68
Mouthe;27230;
Le Moutherot;22660;
Mouthier-Haute-Pierre;22440;
Myon;21140;
Naisey-les-Granges;21870;
Nancray;23410;
Nans;;
Nans-sous-Sainte-Anne;21480;
Narbief;;
Neuchâtel-Urtière;26210;
Les Premiers Sapins;21420;
Noël-Cerneux;36400;
Noirefontaine;21400;
Noironte;22760;
Nommay;23530;
Novillars;20590;
Ollans;;
Onans;22470;
Orchamps-Vennes;25760;62
Orgeans-Blanchefontaine;;
Ornans;21690;51
Orsans;22050;
Orve;;
Osse;21330;
Osselle-Routelle;23380;
Ougney-Douvot;20970;
Ouhans;22850;
Ouvans;;
Oye-et-Pallet;30350;
Palantine;;
Palise;26160;
Paroy;22380;
Passavant;22460;
Passonfontaine;22780;
Pelousey;23980;
Péseux;23060;
Pessans;;
Petite-Chaux;28640;
Pierrefontaine-lès-Blamont;24790;
Pierrefontaine-les-Varans;21260;
Pirey;26430;71
Placey;22770;
Plaimbois-du-Miroir;24460;
Plaimbois-Vennes;21940;
Les Plains-et-Grands-Essarts;23920;
La Planée;28100;
Le Val;22490;
Pompierre-sur-Doubs;20570;
Pontarlier;22870;58
Pont-de-Roide-Vermondans;20340;46
Les Pontets;25820;
Pont-les-Moulins;21580;
Pouilley-Français;23680;
Pouilley-les-Vignes;25480;
Pouligney-Lusans;21980;
Présentevillers;22060;
La Prétière;20110;
Provenchère;20960;
Puessans;;
Pugey;22530;
Le Puy;21190;
Quingey;21130;
Rahon;19800;
Rancenay;23330;
Randevillers;21200;
Rang;19070;
Raynans;24670;
Recologne;23000;
Reculfoz;;
Rémondans-Vaivre;22640;
Remoray-Boujeons;29410;
Renédale;;
Rennes-sur-Loue;21140;
Reugney;19340;
Rigney;20550;
Rignosot;20290;
Rillans;;
La Rivière-Drugeon;23970;
Rochejean;30360;
Roche-lez-Beaupré;21440;55
Roche-lès-Clerval;15960;
Roches-lès-Blamont;22770;
Rognon;;
Romain;20530;
Ronchaux;;
Rondefontaine;;
Roset-Fluans;21040;
Rosières-sur-Barbèche;19460;
Rosureux;;
Rougemont;19910;
Rougemontot;;
Rouhe;;
Roulans;21550;
Ruffey-le-Château;23570;
Rurey;21890;
Le Russey;26800;66
Sainte-Anne;;
Saint-Antoine;31330;
Sainte-Colombe;27920;
Saint-Georges-Armont;19000;
Saint-Gorgon-Main;24850;
Saint-Hilaire;21740;
Saint-Hippolyte;21160;
Saint-Juan;20070;
Saint-Julien-lès-Montbéliard;22060;
Saint-Julien-lès-Russey;26770;
Sainte-Marie;24380;
Saint-Maurice-Colombier;22020;
Saint-Point-Lac;32040;
Sainte-Suzanne;20150;
Saint-Vit;21290;52
Samson;;
Sancey;20100;
Saône;22830;60
Saraz;;
Sarrageois;30630;
Saules;22530;
Sauvagney;21790;
Scey-Maisières;22530;
Séchin;19800;
Seloncourt;22050;55
Semondans;23500;
Septfontaines;21770;
Serre-les-Sapins;24710;
Servin;20500;
Silley-Amancey;20290;
Silley-Bléfond;;
Sochaux;16710;34
Solemont;20770;
Sombacour;24990;
La Sommette;21140;
Soulce-Cernay;26730;
Sourans;19850;
Soye;18420;
Surmont;20520;
Taillecourt;23230;
Tallans;;
Tallenay;29740;
Tarcenay-Foucherans;22930;
Thiébouhans;27460;
Thise;24390;62
Thoraise;22280;
Thulay;26770;
Thurey-le-Mont;21170;
Torpes;22620;
Touillon-et-Loutelet;32130;
La Tour-de-Sçay;22180;
Tournans;21260;
Trépot;22810;
Tressandans;;
Trévillers;27110;
Trouvans;20420;
Urtière;;
Uzelle;17820;
Vaire;23430;
Valdahon;21560;50
Val-de-Roulans;23340;
Valentigney;18530;43
Valleroy;24180;
Valonne;22200;
Valoreille;23040;
Vandoncourt;23470;
Vaucluse;25290;
Vauclusotte;;
Vaudrivillers;;
Vaufrey;20860;
Vaux-et-Chantegrue;29340;
Velesmes-Essarts;22690;
Vellerot-lès-Belvoir;;
Vellerot-lès-Vercel;;
Vellevans;18490;
Venise;21610;
Vennans;22270;
Vennes;32160;
Vercel-Villedieu-le-Camp;21590;
Vergranne;20330;
Verne;20490;
Vernierfontaine;21580;
Vernois-lès-Belvoir;;
Le Vernoy;22190;
Verrières-de-Joux;28390;
La Vèze;25200;
Vieilley;22200;
Viéthorey;;
Vieux-Charmont;21210;52
Villars-lès-Blamont;23050;
Villars-Saint-Georges;23480;
Villars-sous-Dampjoux;22220;
Villars-sous-Écot;21480;
Les Villedieu;26480;
Ville-du-Pont;24580;
Villeneuve-d'Amont;21120;
Villers-Buzon;22960;
Villers-Chief;20080;
Villers-Grélot;20260;
Villers-la-Combe;;
Villers-Saint-Martin;21160;
Villers-sous-Chalamont;21950;
Villers-sous-Montrond;22750;
Voillans;21690;
Voires;;
